"dataset_id","feature_key","model_id","term","estimate","std_error","z_value","p_value","conf_low","conf_high"
"B23","tr_20::overall_order_sensitive","M_condition","(Intercept)",2.15091053290032,0.375937198434474,5.72146236620749,1.05611053460345e-08,1.41407362396875,2.88774744183189
"B23","tr_20::overall_order_sensitive","M_condition","condition_idB23.b_FAR",0.284954295471012,0.291844737126008,0.976390043134405,0.328871213766783,-0.287061389295963,0.856969980237986
"B23","tr_20::overall_order_sensitive","M_condition","condition_idB23.b_SPA",0.265309057093332,0.262854050441843,1.00933980909696,0.31281169440695,-0.249884881772679,0.780502995959343
"B23","tr_20::overall_order_sensitive","M_condition","condition_idB23.b_TUR",-0.182081686752743,0.277583405962267,-0.655953067949221,0.511854321651071,-0.726145162438787,0.361981788933301
"B23","tr_20::overall_order_sensitive","M_condition","condition_idB23.c_noBRP",0.176230835319614,0.294083352890022,0.599254713290483,0.549003042260563,-0.400172536344829,0.752634206984058
"B23","tr_20::overall_order_sensitive","M_condition","condition_idB23.c_noFAR",0.16499958333787,0.300372079071633,0.549317312873547,0.5827877081693,-0.42372969164253,0.75372885831827
"B23","tr_20::overall_order_sensitive","M_condition","condition_idB23.c_noSPA",0.451285696148078,0.310735254628298,1.4523157235181,0.146413837473868,-0.157755402923386,1.06032679521954
"B23","tr_20::overall_order_sensitive","M_condition","condition_idB23.c_noTUR",0.489319938861614,0.292125106135036,1.67503555355295,0.0939272561443663,-0.0832452691630562,1.06188514688628
"B23","tr_20::overall_order_sensitive","M_condition","outer_fold1",0.0145202502895885,0.181626311058719,0.0799457424695157,0.936280409000968,-0.3414673193855,0.370507819964677
"B23","tr_20::overall_order_sensitive","M_condition","outer_fold2",-0.00429734325881323,0.194292589261344,-0.0221178958762696,0.982353911122931,-0.385110818211047,0.376516131693421
"B23","tr_20::overall_order_sensitive","M_condition","test_talker_idB23.FAR.FAR",-0.944399877555383,0.43332458538684,-2.17942833017954,0.0292998634601572,-1.79371606491359,-0.0950836901971769
"B23","tr_20::overall_order_sensitive","M_condition","test_talker_idB23.SPA.SPA",-0.917419165708474,0.433782322620107,-2.11492981126371,0.0344359299326102,-1.76763251804388,-0.0672058133730649
"B23","tr_20::overall_order_sensitive","M_condition","test_talker_idB23.TUR.TUR",-1.89223987126935,0.433306816796992,-4.36697461917817,1.2597936011591e-05,-2.74152123219146,-1.04295851034725
"B23","tr_20::overall_order_sensitive","M_predictor","(Intercept)",2.34847347807161,0.336280114241449,6.98368228929948,2.8754192880667e-12,1.68936445415837,3.00758250198485
"B23","tr_20::overall_order_sensitive","M_predictor","variability_z",-0.0946484458963322,0.0782347668364242,-1.20980031926504,0.226355523698003,-0.247988588895724,0.0586916971030592
"B23","tr_20::overall_order_sensitive","M_predictor","outer_fold1",0.00207437366753318,0.186374827592448,0.0111301171640479,0.991119634704472,-0.363220288413665,0.367369035748732
"B23","tr_20::overall_order_sensitive","M_predictor","outer_fold2",-0.0284225451659407,0.198522702849057,-0.143170250848092,0.886155724132427,-0.417527042750092,0.360681952418211
"B23","tr_20::overall_order_sensitive","M_predictor","test_talker_idB23.FAR.FAR",-0.944298419821994,0.433643262571227,-2.17759273884001,0.0294363706195777,-1.7942392144616,-0.0943576251823898
"B23","tr_20::overall_order_sensitive","M_predictor","test_talker_idB23.SPA.SPA",-0.917326294453995,0.434136916942391,-2.11298845745413,0.034601755830467,-1.76823465166108,-0.0664179372469086
"B23","tr_20::overall_order_sensitive","M_predictor","test_talker_idB23.TUR.TUR",-1.89215476437008,0.433611984268434,-4.36370495516267,1.27878020479543e-05,-2.74203425353621,-1.04227527520395
"B23","tr_20::overall_order_sensitive","M_joint","(Intercept)",-4.71221985973607,2.44310105032269,-1.92878630997014,0.053757396064051,-9.50069791836854,0.0762581988964097
"B23","tr_20::overall_order_sensitive","M_joint","condition_idB23.b_FAR",4.25060483952897,1.42333057623828,2.9863792083796,0.00282302339426532,1.46087691010194,7.04033276895601
"B23","tr_20::overall_order_sensitive","M_joint","condition_idB23.b_SPA",8.20084815735061,2.80792549890871,2.92060745932819,0.00349349694217241,2.69731417948953,13.7043821352117
"B23","tr_20::overall_order_sensitive","M_joint","condition_idB23.b_TUR",15.6995372317171,5.60948210417495,2.79874985607539,0.0051300862416281,4.70495230753422,26.6941221559
"B23","tr_20::overall_order_sensitive","M_joint","condition_idB23.c_noBRP",10.9184780045317,3.79727625253751,2.8753446624368,0.00403586678091767,3.47581654955822,18.3611394595052
"B23","tr_20::overall_order_sensitive","M_joint","condition_idB23.c_noFAR",8.78758215971015,3.05348271217494,2.87788829609941,0.00400346872761569,2.80275604384727,14.772408275573
"B23","tr_20::overall_order_sensitive","M_joint","condition_idB23.c_noSPA",5.51267266748254,1.80694207276673,3.05082976956848,0.00228209920713857,1.97106620485974,9.05427913010534
"B23","tr_20::overall_order_sensitive","M_joint","condition_idB23.c_noTUR",3.05667766106598,0.944833238538753,3.23515043331174,0.00121578656501413,1.20480451353003,4.90855080860194
"B23","tr_20::overall_order_sensitive","M_joint","variability_z",-4.91135178692922,1.73456571723563,-2.83145904368294,0.00463361673619569,-8.31110059271106,-1.51160298114738
"B23","tr_20::overall_order_sensitive","M_joint","outer_fold1",-0.179648702349877,0.19091149995643,-0.941005137934994,0.346702226199501,-0.553835242264481,0.194537837564726
"B23","tr_20::overall_order_sensitive","M_joint","outer_fold2",0.547977329272565,0.271924266069409,2.01518362885897,0.0438854122237633,0.0150057677765233,1.08094889076861
"B23","tr_20::overall_order_sensitive","M_joint","test_talker_idB23.FAR.FAR",-0.944453816569627,0.433405126823621,-2.17914777218125,0.0293206923493329,-1.79392786514392,-0.0949797679953299
"B23","tr_20::overall_order_sensitive","M_joint","test_talker_idB23.SPA.SPA",-0.917481198938874,0.433833880945352,-2.11482145410041,0.0344451676241079,-1.76779560559176,-0.0671667922859847
"B23","tr_20::overall_order_sensitive","M_joint","test_talker_idB23.TUR.TUR",-1.89231109097923,0.433110349554897,-4.36912000122819,1.24748206679723e-05,-2.74120737610683,-1.04341480585163
