dataset_id,feature_key,scope,fold,model_id,formula,optimizer,random_structure,random_policy,selection_reason,n_rows,fit_ok,singular,convergence,warnings,error,log_likelihood,deviance,AIC,n_observations
AN19,mfcc39,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3791,True,False,ok,,,-1537.59651173842,2378.16891547812,3091.19302347684,3791
AN19,mfcc39,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3791,True,False,ok,,,-1534.85910495726,2385.36083474589,3087.71820991451,3791
AN19,mfcc39,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3791,True,False,ok,,,-1545.65623608356,2371.99053837189,3097.31247216711,3791
AN19,mfcc39,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3791,True,False,ok,,,-1542.13595927117,2381.45242948245,3092.27191854235,3791
AN19,mfcc39,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3790,True,False,ok,,,-1483.56612771165,2291.89939392211,2983.13225542329,3790
AN19,mfcc39,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3790,True,False,ok,,,-1481.9145717521,2297.26629043963,2981.82914350421,3790
AN19,mfcc39,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3790,True,False,ok,,,-1491.52975096978,2285.112066282,2989.05950193956,3790
AN19,mfcc39,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3790,True,False,ok,,,-1490.18455650537,2289.35055761519,2988.36911301074,3790
AN19,mfcc39,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3789,True,False,ok,,,-1482.87321510244,2263.49806183265,2981.74643020487,3789
AN19,mfcc39,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3789,True,False,ok,,,-1480.13329172406,2269.96959141742,2978.26658344812,3789
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3789,True,False,ok,,,-1494.60646597973,2252.86149772152,2995.21293195946,3789
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,3789,True,False,ok,,,-1490.69269085406,2262.67686019165,2989.38538170812,3789
