dataset_id,feature_key,scope,fold,model_id,formula,optimizer,random_structure,random_policy,selection_reason,n_rows,fit_ok,singular,convergence,warnings,error,log_likelihood,deviance,AIC,n_observations
AN19,cnn_2::overall,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1561.06126707956,2418.47879657187,3140.12253415913,3840
AN19,cnn_2::overall,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1561.03434350234,2418.54920143579,3142.06868700467,3840
AN19,cnn_2::overall,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1568.30421734261,2413.0588026804,3144.60843468522,3840
AN19,cnn_2::overall,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1568.22418509076,2413.19645422059,3146.44837018151,3840
AN19,cnn_2::overall,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1514.69464298543,2352.94341229064,3047.38928597087,3840
AN19,cnn_2::overall,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1514.24450210401,2353.76865839298,3048.48900420801,3840
AN19,cnn_2::overall,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1522.69888377006,2345.58806576079,3053.39776754012,3840
AN19,cnn_2::overall,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1522.24733115276,2345.70043023101,3054.49466230552,3840
AN19,cnn_2::overall,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1507.79624057507,2315.34809790291,3033.59248115014,3840
AN19,cnn_2::overall,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1507.28508998651,2316.02217751788,3034.57017997301,3840
AN19,cnn_2::overall,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1519.38868263103,2304.33260308376,3046.77736526205,3840
AN19,cnn_2::overall,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1519.36623301922,2304.36158158082,3048.73246603844,3840
AN19,cnn_2::overall,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2193.74056405627,3589.3649423815,4405.48112811254,5760
AN19,cnn_2::overall,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2193.27226341669,3590.07983112834,4406.54452683338,5760
AN19,cnn_2::overall,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2203.24396227639,3580.4982873344,4414.48792455278,5760
AN19,cnn_2::overall,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2203.23473668005,3580.47220206955,4416.46947336009,5760
AN19,cnn_2::overall_order_sensitive,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1561.06126707956,2418.47879657187,3140.12253415913,3840
AN19,cnn_2::overall_order_sensitive,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1560.41920953109,2419.06673681986,3140.83841906217,3840
AN19,cnn_2::overall_order_sensitive,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1568.30421734261,2413.0588026804,3144.60843468522,3840
AN19,cnn_2::overall_order_sensitive,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1567.45232850701,2414.12669438001,3144.90465701403,3840
AN19,cnn_2::overall_order_sensitive,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1514.69464298543,2352.94341229064,3047.38928597087,3840
AN19,cnn_2::overall_order_sensitive,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1514.02303298022,2354.06708941312,3048.04606596043,3840
AN19,cnn_2::overall_order_sensitive,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1522.69888377006,2345.58806576079,3053.39776754012,3840
AN19,cnn_2::overall_order_sensitive,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1522.25745600906,2346.4813248281,3054.51491201811,3840
AN19,cnn_2::overall_order_sensitive,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1507.79624057507,2315.34809790291,3033.59248115014,3840
AN19,cnn_2::overall_order_sensitive,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1507.73827241687,2315.28614057667,3035.47654483374,3840
AN19,cnn_2::overall_order_sensitive,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1519.38868263103,2304.33260308376,3046.77736526205,3840
AN19,cnn_2::overall_order_sensitive,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1518.44668374202,2305.238839429,3046.89336748403,3840
AN19,cnn_2::overall_order_sensitive,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2193.74056405627,3589.3649423815,4405.48112811254,5760
AN19,cnn_2::overall_order_sensitive,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2193.19360048712,3589.76375074348,4406.38720097425,5760
AN19,cnn_2::overall_order_sensitive,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2203.24396227639,3580.4982873344,4414.48792455278,5760
AN19,cnn_2::overall_order_sensitive,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2202.19265138448,3581.86628012809,4414.38530276895,5760
AN19,cnn_3::overall,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1561.06126707956,2418.47879657187,3140.12253415913,3840
AN19,cnn_3::overall,cv_train,0.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1560.58769420342,2418.72170369721,3141.17538840684,3840
AN19,cnn_3::overall,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1568.30421734261,2413.0588026804,3144.60843468522,3840
AN19,cnn_3::overall,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1568.30118688167,2413.02975125042,3146.60237376335,3840
AN19,cnn_3::overall,cv_train,1.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1514.69464298543,2352.94341229064,3047.38928597087,3840
AN19,cnn_3::overall,cv_train,1.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1512.39022259502,2356.37124004361,3044.78044519004,3840
AN19,cnn_3::overall,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1522.69888377006,2345.58806576079,3053.39776754012,3840
AN19,cnn_3::overall,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1521.48477099917,2346.21140230869,3052.96954199835,3840
AN19,cnn_3::overall,cv_train,2.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1507.79624057507,2315.34809790291,3033.59248115014,3840
AN19,cnn_3::overall,cv_train,2.0,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1507.50056843728,2315.37846640082,3035.00113687455,3840
AN19,cnn_3::overall,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1519.38868263103,2304.33260308376,3046.77736526205,3840
AN19,cnn_3::overall,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1519.244745144,2304.63766173842,3048.489490288,3840
AN19,cnn_3::overall,full,,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2193.74056405627,3589.3649423815,4405.48112811254,5760
AN19,cnn_3::overall,full,,M_joint,"cbind(response_correct, response_incorrect) ~ condition_id + variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2192.51272021216,3590.25952092638,4405.02544042432,5760
AN19,cnn_3::overall,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2203.24396227639,3580.4982873344,4414.48792455278,5760
AN19,cnn_3::overall,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ variability_z + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,5760,True,False,ok,,,-2203.16270810246,3580.33400227359,4416.32541620492,5760
AN19,cnn_3::overall_order_sensitive,cv_train,0.0,M_condition,"cbind(response_correct, response_incorrect) ~ condition_id + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)",bobyqa,participant_item_talker_intercepts,registered,primary registered structure accepted,3840,True,False,ok,,,-1561.06126707956,2418.47879657187,3140.12253415913,3840
