dataset_id,feature_key,model_id,term,estimate,std_error,z_value,p_value,conf_low,conf_high,analysis_id,family,variant,selection_stratum,selection_oof_mean_log_loss,model_directory
AN19,cnn_3::overall_order_sensitive,M_condition,(Intercept),1.57052450588078,0.370807209596799,4.23542063162284,2.28124270388902e-05,0.843742375071052,2.29730663669051,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Korean.test_Spanish,-1.86825500854388,0.518435507272469,-3.60364014874853,0.0003137914241061,-2.88438860279792,-0.852121414289839,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Mixed.test_Korean,-0.395609358651136,0.160756768224919,-2.46091883420814,0.0138581713340471,-0.710692624371977,-0.0805260929302943,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Mixed.test_Spanish,-1.6906823600647,0.518343773474989,-3.2617009146851,0.0011074592142878,-2.70663615607568,-0.674728564053722,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Spanish.test_Korean,-0.538698833439726,0.16056243268076,-3.35507393881357,0.0007934377435678,-0.853401201494015,-0.223996465385437,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Spanish.test_Spanish,-1.67980477767154,0.51834747565731,-3.24069250176515,0.0011923973236245,-2.69576582995987,-0.66384372538321,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,outer_fold1,0.0347699900444912,0.115802737887327,0.300251882458267,0.76398503308204,-0.19220337621467,0.261743356303652,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,outer_fold2,0.0956091492635987,0.115814181383512,0.825539222584449,0.409065524279269,-0.131386646248084,0.322604944775282,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_predictor,(Intercept),0.567912971235857,0.299453879412377,1.89649562179753,0.057894538383066,-0.0190166324124014,1.15484257488411,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_predictor,variability_z,0.0819088059900974,0.0511933709295563,1.59998852395961,0.109601129286448,-0.0184302010318329,0.182247813012028,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_predictor,outer_fold1,0.0171518355386859,0.120504292798901,0.142333813512429,0.886816339088303,-0.21903657834716,0.253340249424532,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_predictor,outer_fold2,0.0706022690466647,0.120849351279597,0.584217195202972,0.559074194154605,-0.166262459461345,0.307466997554674,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,(Intercept),1.57173525577073,0.371195895767269,4.2342473979189,2.29318384057341e-05,0.844191300066886,2.29927921147458,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Korean.test_Spanish,-1.83564732513866,0.519516751175636,-3.53337466209646,0.0004102905811985,-2.85390015744291,-0.817394492834415,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Mixed.test_Korean,-0.434348074992232,0.161386080124148,-2.69136021308718,0.0071161313424597,-0.750664792035562,-0.118031357948902,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Mixed.test_Spanish,-1.71586313411237,0.51932168720104,-3.30404675252495,0.0009529993792032,-2.73373364102641,-0.697992627198336,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Spanish.test_Korean,-0.517650466876356,0.159656128655755,-3.24228372086171,0.0011857591106874,-0.830576479041635,-0.204724454711077,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,condition_idAN19.Spanish.test_Spanish,-1.65172971874898,0.519328936472707,-3.18050777214065,0.001470171955226,-2.66961443423548,-0.633845003262474,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,variability_z,0.07628424983753,0.05156213435482,1.47946260937507,0.139016717468851,-0.0247775334979172,0.177346033172977,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,outer_fold1,0.031012814005313,0.114764907779599,0.270229067450408,0.786984031664843,-0.193926405242701,0.255952033253327,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_joint,outer_fold2,0.0861281647006847,0.114925746664609,0.749424451877044,0.453601417728121,-0.139126298761949,0.311382628163319,AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,base,all_exposure_participants,0.68977851860139,models\AN19-HVE-base-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,(Intercept),1.57052450588078,0.370807209596799,4.23542063162284,2.28124270388902e-05,0.843742375071052,2.29730663669051,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Korean.test_Spanish,-1.86825500854388,0.518435507272469,-3.60364014874853,0.0003137914241061,-2.88438860279792,-0.852121414289839,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Mixed.test_Korean,-0.395609358651136,0.160756768224919,-2.46091883420814,0.0138581713340471,-0.710692624371977,-0.0805260929302943,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Mixed.test_Spanish,-1.6906823600647,0.518343773474989,-3.2617009146851,0.0011074592142878,-2.70663615607568,-0.674728564053722,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Spanish.test_Korean,-0.538698833439726,0.16056243268076,-3.35507393881357,0.0007934377435678,-0.853401201494015,-0.223996465385437,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,condition_idAN19.Spanish.test_Spanish,-1.67980477767154,0.51834747565731,-3.24069250176515,0.0011923973236245,-2.69576582995987,-0.66384372538321,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,outer_fold1,0.0347699900444912,0.115802737887327,0.300251882458267,0.76398503308204,-0.19220337621467,0.261743356303652,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_condition,outer_fold2,0.0956091492635987,0.115814181383512,0.825539222584449,0.409065524279269,-0.131386646248084,0.322604944775282,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_predictor,(Intercept),0.567912971235857,0.299453879412377,1.89649562179753,0.057894538383066,-0.0190166324124014,1.15484257488411,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_predictor,variability_z,0.0819088059900974,0.0511933709295563,1.59998852395961,0.109601129286448,-0.0184302010318329,0.182247813012028,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
AN19,cnn_3::overall_order_sensitive,M_predictor,outer_fold1,0.0171518355386859,0.120504292798901,0.142333813512429,0.886816339088303,-0.21903657834716,0.253340249424532,AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive,HVE,ft,all_exposure_participants,0.68977851860139,models\AN19-HVE-ft-all-exposure-participants-cnn-3--overall-order-sensitive
